world_rank,institution,country,national_rank,quality_of_education,alumni_employment,quality_of_faculty,publications,influence,citations,broad_impact,patents,score,year
413,Shandong University,China,0.0746,1.0,0.7703,1.0,0.2122,0.6091,0.6289,0.4084,0.6172,0.0198,2015
414,George Mason University,USA,0.6096,1.0,1.0,0.447,0.4494,0.3737,0.3243,0.3874,0.6034,0.0198,2015
415,Wuhan University,China,0.0789,1.0,0.4541,1.0,0.2733,0.6172,0.7941,0.3954,0.6609,0.0198,2015
416,Swedish University of Agricultural Sciences,Sweden,0.0395,0.3962,1.0,1.0,0.3924,0.2697,0.5265,0.3524,1.0,0.0196,2015
417,Concordia University,Canada,0.0789,1.0,0.1731,1.0,0.5445,0.7515,0.7941,0.5896,0.8241,0.0196,2015
418,Chiba University,Japan,0.0658,1.0,1.0,1.0,0.3604,0.3455,0.4525,0.3614,0.3057,0.0195,2015
419,Kumamoto University,Japan,0.0702,0.8388,0.6219,1.0,0.4945,0.4444,0.5265,0.4084,0.1736,0.0195,2015
420,Tongji University,China,0.0833,0.4153,0.2014,1.0,0.3453,0.4838,0.7941,0.6707,0.4276,0.0193,2015
421,Aalto University,Finland,0.0132,1.0,0.394,1.0,0.3353,0.4061,0.7941,0.4234,0.2816,0.0193,2015
422,Chonbuk National University,South Korea,0.0526,1.0,1.0,1.0,0.5065,0.7808,1.0,0.6456,0.0943,0.0191,2015
423,Peking Union Medical College,China,0.0877,1.0,1.0,1.0,0.3233,0.299,0.4525,0.3574,0.9149,0.0191,2015
424,Georgia Regents University,USA,0.614,1.0,1.0,1.0,0.4815,0.4212,0.4525,0.3403,0.5517,0.0191,2015
425,University of Chile,Chile,0.0044,0.6585,0.3039,1.0,0.4174,0.3535,0.7941,0.4234,0.5609,0.0189,2015
426,Lancaster University,United Kingdom,0.1491,1.0,0.6343,1.0,0.3634,0.401,0.2873,0.3684,0.7724,0.0189,2015
427,Vienna University of Technology,Austria,0.0175,0.9891,0.6166,1.0,0.3764,0.3798,0.3946,0.4234,0.1954,0.0189,2015
428,University of Denver,USA,0.6184,0.8497,0.1767,1.0,0.9009,0.5263,0.6289,0.5896,0.8724,0.0189,2015
429,University of Arkansas for Medical Sciences,USA,0.6228,1.0,1.0,1.0,0.5005,0.5697,1.0,0.3433,0.3897,0.0189,2015
430,Grenoble Institute of Technology,France,0.0702,0.3907,1.0,0.8618,0.3273,0.5242,0.5265,0.3874,0.3954,0.0186,2015
431,University of Granada,Spain,0.0439,1.0,1.0,1.0,0.3023,0.4525,0.3946,0.4234,0.2172,0.0186,2015
432,University of Modena and Reggio Emilia,Italy,0.0921,1.0,1.0,1.0,0.4344,0.4778,0.4525,0.3483,0.8138,0.0182,2015
433,Ajou University,South Korea,0.057,1.0,0.7509,1.0,0.6456,0.7354,0.7941,0.6707,0.1011,0.0182,2015
434,Gyeongsang National University,South Korea,0.0614,1.0,1.0,1.0,0.6326,0.6788,0.7941,0.6056,0.1057,0.0182,2015
435,Technical University of Madrid,Spain,0.0482,0.5847,0.3728,1.0,0.4695,0.703,0.7941,0.7698,0.1253,0.018,2015
436,University College Cork,Ireland,0.0088,1.0,0.758,1.0,0.4254,0.4343,0.4525,0.4014,0.223,0.018,2015
437,Loyola University Chicago,USA,0.6272,1.0,0.6449,1.0,0.5215,0.4414,0.6289,0.3524,0.8184,0.018,2015
438,Central South University,China,0.0921,1.0,0.2297,1.0,0.3654,0.7899,0.6289,0.5576,0.5092,0.0179,2015
439,South China University of Technology,China,0.0965,1.0,0.4682,1.0,0.3463,0.6253,0.6289,0.4705,0.2241,0.0179,2015
440,Polytechnic University of Valencia,Spain,0.0526,1.0,1.0,1.0,0.3854,0.5091,0.7941,0.4364,0.177,0.0179,2015
441,West Virginia University,USA,0.6316,0.8934,0.3127,1.0,0.4404,0.4121,0.5265,0.4364,0.708,0.0179,2015
442,University of Tampere,Finland,0.0175,1.0,0.523,1.0,0.5255,0.4424,0.6289,0.3614,0.7793,0.0179,2015
443,Southeast University,China,0.1009,0.4563,0.8604,1.0,0.3684,0.7081,0.7941,0.4795,0.1701,0.0177,2015
444,Miami University,USA,0.636,1.0,0.1784,1.0,0.7147,0.5475,0.6289,0.6587,1.0,0.0175,2015
445,University of Dayton,USA,0.6404,0.9481,0.1572,1.0,0.988,0.8253,0.6289,0.7808,0.7747,0.0173,2015
446,University of Siena,Italy,0.0965,1.0,0.8498,1.0,0.4194,0.3677,0.3527,0.3684,0.8172,0.0171,2015
447,University of Oulu,Finland,0.0219,0.7486,0.6502,1.0,0.4314,0.3465,0.4525,0.3744,0.5977,0.0168,2015
448,Indian Institute of Science,India,0.0088,1.0,0.5848,1.0,0.3143,0.5414,0.6289,0.4464,0.2736,0.0168,2015
449,Macquarie University,Australia,0.0351,1.0,0.5353,1.0,0.3904,0.2939,0.3946,0.4014,0.608,0.0168,2015
450,University of Rostock,Germany,0.1491,0.9918,1.0,1.0,0.4424,0.596,0.6289,0.3724,0.3724,0.0168,2015
451,Jagiellonian University,Poland,0.0,1.0,1.0,1.0,0.4024,0.4687,0.7941,0.3744,0.4069,0.0164,2015
452,Pusan National University,South Korea,0.0658,1.0,0.7067,1.0,0.3974,0.4919,0.5265,0.5025,0.1678,0.0164,2015
453,University of Strathclyde,United Kingdom,0.1535,1.0,0.3799,1.0,0.3884,0.4707,0.4525,0.4855,0.3494,0.0164,2015
454,"University of Nevada, Reno",USA,0.6447,1.0,0.6413,1.0,0.5415,0.3848,0.3243,0.3804,0.8126,0.0163,2015
455,University of Saskatchewan,Canada,0.0833,0.9153,0.4894,1.0,0.3343,0.4455,0.3527,0.4565,0.4897,0.0161,2015
456,University of Parma,Italy,0.1009,1.0,0.6272,1.0,0.4374,0.4667,0.4525,0.3804,0.8506,0.0161,2015
457,Kanazawa University,Japan,0.0746,1.0,0.7332,1.0,0.4735,0.4222,0.6289,0.3804,0.4011,0.0161,2015
458,Eötvös Loránd University,Hungary,0.0,0.2404,1.0,0.53,0.5586,0.4475,0.3527,0.4945,0.831,0.0161,2015
459,Aristotle University of Thessaloniki,Greece,0.0044,1.0,1.0,1.0,0.3393,0.6889,0.6289,0.3804,0.8678,0.0161,2015
460,Ohio University,USA,0.6491,0.5574,0.3057,1.0,0.5896,0.4758,1.0,0.5646,0.2563,0.0159,2015
461,University of Iceland,Iceland,0.0,1.0,1.0,1.0,0.6116,0.297,0.3946,0.3684,0.9632,0.0159,2015
462,University of Warsaw,Poland,0.0044,0.3197,0.9912,0.6866,0.4084,0.4657,0.5265,0.4364,0.8218,0.0159,2015
463,Syracuse University,USA,0.6535,0.3743,0.3887,1.0,0.4525,0.498,0.5265,0.4945,0.4494,0.0159,2015
464,Bielefeld University,Germany,0.1535,1.0,1.0,1.0,0.4795,0.3778,0.6289,0.3684,0.8885,0.0159,2015
465,Juntendo University,Japan,0.0789,1.0,1.0,1.0,0.6527,0.502,0.5265,0.3614,0.9793,0.0157,2015
466,University of Wyoming,USA,0.6579,1.0,0.4046,1.0,0.5335,0.3182,0.3946,0.4565,0.4356,0.0155,2015
467,University of Wollongong,Australia,0.0395,1.0,0.4735,1.0,0.4304,0.4364,0.5265,0.4234,0.5655,0.0154,2015
468,Niigata University,Japan,0.0833,1.0,0.5018,1.0,0.5265,0.5182,0.6289,0.4464,0.2724,0.0154,2015
469,Texas Tech University (TTU),USA,0.6623,1.0,0.3233,1.0,0.4545,0.6232,0.3527,0.5105,0.9287,0.0152,2015
470,Middle East Technical University,Turkey,0.0,1.0,0.2102,1.0,0.5495,0.8869,0.6289,0.6587,1.0,0.0152,2015
471,École normale supérieure de Lyon,France,0.0746,1.0,1.0,0.6175,0.4805,0.2111,0.6289,0.4124,0.6759,0.0152,2015
472,Brunel University,United Kingdom,0.1579,1.0,0.4152,1.0,0.4965,0.6818,0.6289,0.4364,0.7655,0.015,2015
473,Nihon University,Japan,0.0877,0.8197,0.9965,1.0,0.5986,0.5929,1.0,0.6366,0.1287,0.015,2015
474,Osaka City University,Japan,0.0921,0.2923,0.7297,1.0,0.4835,0.5404,0.3946,0.4705,0.4287,0.015,2015
475,University of Rennes 1,France,0.0789,1.0,1.0,1.0,0.3504,0.3434,0.5265,0.4194,0.3943,0.015,2015
476,University of Oklahoma Health Sciences Center,USA,0.6667,1.0,1.0,1.0,0.5796,0.4646,0.6289,0.3744,0.5529,0.015,2015
477,East China University of Science and Technology,China,0.1053,1.0,1.0,1.0,0.4224,0.8354,0.7941,0.4705,0.2103,0.015,2015
478,University of KwaZulu-Natal,South Africa,0.0132,1.0,0.2597,1.0,0.5616,0.4,0.4525,0.5786,0.6184,0.0148,2015
479,Sichuan University,China,0.1096,1.0,0.9929,1.0,0.2683,0.4818,0.7941,0.4464,0.6851,0.0148,2015
480,Illinois Institute of Technology,USA,0.6711,0.7459,0.1996,1.0,0.7838,0.7192,0.6289,0.7147,0.9885,0.0148,2015
481,Tokyo University of Science,Japan,0.0965,1.0,1.0,1.0,0.5295,0.5343,0.5265,0.4565,0.2184,0.0146,2015
482,"University of Science, Malaysia",Malaysia,0.0,1.0,1.0,1.0,0.6687,0.896,0.5265,0.8088,0.1069,0.0146,2015
483,Clemson University,USA,0.6754,1.0,0.9435,1.0,0.4324,0.501,0.7941,0.3954,0.5851,0.0145,2015
484,University of Zaragoza,Spain,0.057,0.9973,0.7191,1.0,0.3413,0.6808,0.5265,0.4705,0.3161,0.0145,2015
485,University of the Basque Country,Spain,0.0614,1.0,1.0,1.0,0.3173,0.3899,0.6289,0.4795,0.3046,0.0145,2015
486,Nagasaki University,Japan,0.1009,0.8142,0.3763,1.0,0.6136,0.6121,0.7941,0.5285,0.2667,0.0143,2015
487,Technical University of Dortmund,Germany,0.1579,1.0,1.0,1.0,0.4585,0.5323,0.4525,0.4194,0.3253,0.0143,2015
488,University of Hawaii at Manoa,USA,0.6798,1.0,0.7668,0.7005,0.4474,0.2141,0.4525,0.4565,0.5621,0.0143,2015
489,University of Nebraska Omaha,USA,0.6842,1.0,0.6431,1.0,0.7037,0.6111,0.5265,0.3954,1.0,0.0141,2015
490,University of Konstanz,Germany,0.1623,1.0,1.0,1.0,0.4745,0.3394,0.4525,0.4014,0.7046,0.0141,2015
491,Panjab University,India,0.0132,0.9071,0.2933,1.0,0.7197,0.7929,0.4525,0.5395,0.946,0.0139,2015
492,University of Hanover,Germany,0.1667,1.0,0.8551,1.0,0.4334,0.5111,0.4525,0.4565,0.2862,0.0139,2015
493,"University of Maryland, Baltimore County",USA,0.6886,1.0,1.0,1.0,0.5866,0.3939,0.5265,0.4014,0.4851,0.0139,2015
494,University of Newcastle,Australia,0.0439,1.0,1.0,1.0,0.4074,0.5,1.0,0.4234,0.369,0.0138,2015
495,University of Ulsan,South Korea,0.0702,1.0,0.7686,1.0,0.4204,0.604,0.7941,0.4234,0.4241,0.0138,2015
496,Renmin University of China,China,0.114,1.0,0.1749,1.0,0.965,0.9444,1.0,0.8959,0.8207,0.0138,2015
497,Martin Luther University of Halle-Wittenberg,Germany,0.1711,0.9754,1.0,0.9631,0.3934,0.3475,1.0,0.4124,0.8103,0.0138,2015
498,University of Malaya,Malaysia,0.0044,1.0,0.242,1.0,0.5716,0.8848,0.5265,0.7407,0.3138,0.0138,2015
499,University of Savoy,France,0.0833,1.0,1.0,1.0,0.4895,0.4384,0.5265,0.4014,0.8391,0.0138,2015
500,University of Udine,Italy,0.1053,1.0,1.0,1.0,0.5996,0.3929,0.6289,0.3954,0.7276,0.0136,2015
501,Tokyo Metropolitan University,Japan,0.1053,1.0,0.7314,1.0,0.5926,0.4636,0.3946,0.4124,0.6586,0.0136,2015
502,University of Sherbrooke,Canada,0.0877,1.0,1.0,1.0,0.4535,0.4242,0.3946,0.4124,0.9793,0.0134,2015
503,University of Brescia,Italy,0.1096,1.0,1.0,1.0,0.5846,0.6192,0.7941,0.3954,0.9368,0.0134,2015
504,University of Ljubljana,Slovenia,0.0,1.0,1.0,1.0,0.3403,0.4182,0.3946,0.4565,0.5816,0.0134,2015
505,University of Nice Sophia Antipolis,France,0.0877,0.724,1.0,1.0,0.4505,0.2606,0.6289,0.4234,0.5885,0.013,2015
506,University of Hull,United Kingdom,0.1623,0.8306,0.4452,0.7419,0.6016,0.5616,0.6289,0.5105,0.6011,0.013,2015
507,University of Coimbra,Portugal,0.0088,0.9781,1.0,1.0,0.4144,0.4263,0.7941,0.4234,0.5264,0.013,2015
508,Creighton University,USA,0.693,1.0,1.0,1.0,0.8238,0.7303,0.4525,0.4014,0.7057,0.013,2015
509,Georgia State University,USA,0.6974,1.0,0.7138,1.0,0.4484,0.4879,0.6289,0.4565,0.4126,0.0129,2015
510,University of Wisconsin–Milwaukee,USA,0.7018,0.623,0.4364,1.0,0.5155,0.4949,0.6289,0.5025,1.0,0.0129,2015
511,Catholic University of Korea,South Korea,0.0746,1.0,1.0,1.0,0.5756,0.799,0.7941,0.5896,0.1586,0.0129,2015
512,University of Tokushima,Japan,0.1096,0.2896,1.0,1.0,0.6426,0.4566,0.7941,0.5285,0.2828,0.0127,2015
513,Yokohama City University,Japan,0.114,1.0,0.4064,1.0,0.6847,0.3727,0.7941,0.5195,0.4115,0.0127,2015
514,Lanzhou University,China,0.1184,1.0,1.0,1.0,0.3493,0.6949,0.7941,0.4565,0.7161,0.0125,2015
515,University of Crete,Greece,0.0088,1.0,1.0,1.0,0.4905,0.5222,0.6289,0.4194,1.0,0.0125,2015
516,SUNY Downstate Medical Center,USA,0.7061,1.0,1.0,0.7097,0.7558,0.4495,0.6289,0.4364,0.7575,0.0125,2015
517,University of Potsdam,Germany,0.1754,1.0,1.0,1.0,0.4845,0.3152,0.6289,0.4234,0.6701,0.0125,2015
518,Yokohama National University,Japan,0.1184,0.2377,0.3816,0.6175,0.9089,0.8727,0.7941,0.8088,0.5046,0.0125,2015
519,New Mexico State University,USA,0.7105,1.0,0.7615,1.0,0.7107,0.5899,0.3946,0.4234,1.0,0.0123,2015
520,University of Bayreuth,Germany,0.1798,1.0,1.0,1.0,0.4565,0.3333,0.3946,0.4464,0.692,0.0123,2015
521,Bar-Ilan University,Israel,0.0219,0.7623,0.6908,1.0,0.4034,0.4131,0.7941,0.4945,0.3874,0.0123,2015
522,University of Mississippi - Oxford Campus,USA,0.7149,1.0,1.0,1.0,0.5075,0.8586,0.5265,0.4234,0.7011,0.0121,2015
523,University of Tasmania,Australia,0.0482,1.0,1.0,1.0,0.4284,0.2626,0.7941,0.4464,0.8345,0.0121,2015
524,Graduate University for Advanced Studies,Japan,0.1228,1.0,1.0,1.0,0.6126,0.2929,0.7941,0.4194,1.0,0.0121,2015
525,University of Surrey,United Kingdom,0.1667,0.5902,0.5194,1.0,0.4184,0.5576,0.5265,0.5485,0.3437,0.0121,2015
526,Federal University of Minas Gerais,Brazil,0.0132,1.0,0.7491,1.0,0.4164,0.5253,0.5265,0.5485,0.2368,0.0121,2015
527,University of Tromsø - The Arctic University of Norway,Norway,0.0132,1.0,1.0,1.0,0.4925,0.4101,0.3527,0.4464,0.946,0.0121,2015
528,University of Palermo,Italy,0.114,1.0,1.0,1.0,0.4515,0.5495,1.0,0.4364,0.6414,0.0121,2015
529,Shinshu University,Japan,0.1272,1.0,0.9117,1.0,0.5936,0.6071,0.4525,0.4855,0.2793,0.0121,2015
530,University of Science and Technology Beijing,China,0.1228,1.0,0.212,1.0,0.5415,0.9455,0.6289,0.8859,0.4678,0.0121,2015
531,University of Catania,Italy,0.1184,0.5792,1.0,1.0,0.4374,0.699,0.5265,0.4565,0.9793,0.012,2015
532,Mahidol University,Thailand,0.0044,1.0,1.0,1.0,0.4755,0.3747,0.4525,0.4464,0.9885,0.012,2015
533,University of Canterbury,New Zealand,0.0088,0.5164,0.3428,1.0,0.5686,0.4404,0.5265,0.6056,1.0,0.0118,2015
534,Indian Institute of Technology Madras,India,0.0175,1.0,0.258,1.0,0.5225,0.9515,1.0,0.7958,0.3632,0.0118,2015
535,University of Bremen,Germany,0.1842,1.0,1.0,1.0,0.4655,0.2909,0.3946,0.4705,0.5908,0.0118,2015
536,Otto-von-Guericke University Magdeburg,Germany,0.1886,1.0,1.0,1.0,0.4855,0.6343,0.6289,0.4565,0.4448,0.0118,2015
537,University of Tartu,Estonia,0.0,0.9945,1.0,1.0,0.5856,0.3202,0.4525,0.4565,0.4885,0.0118,2015
538,University of Windsor,Canada,0.0921,1.0,0.2332,1.0,0.7638,0.9202,1.0,0.7538,0.7552,0.0118,2015
539,University of Nantes,France,0.0921,1.0,1.0,1.0,0.4825,0.4232,0.6289,0.4464,0.6644,0.0116,2015
540,"Royal Holloway, University of London",United Kingdom,0.1711,1.0,1.0,1.0,0.5636,0.3081,0.5265,0.4464,0.6379,0.0116,2015
541,James Cook University,Australia,0.0526,1.0,1.0,1.0,0.5045,0.2495,0.5265,0.4565,0.7632,0.0116,2015
542,National Yang-Ming University,Taiwan,0.0175,1.0,1.0,1.0,0.3443,0.5212,0.6289,0.4945,0.946,0.0113,2015
543,University of Akron,USA,0.7193,1.0,0.7049,1.0,0.6557,0.6586,0.7941,0.6056,0.1897,0.0113,2015
544,National Chung Hsing University,Taiwan,0.0219,1.0,0.371,1.0,0.4114,0.6879,0.6289,0.6056,1.0,0.0113,2015
545,City University London,United Kingdom,0.1754,1.0,0.2138,1.0,0.7848,0.8687,1.0,0.8799,0.6897,0.0111,2015
546,New York Medical College,USA,0.7237,1.0,1.0,1.0,0.7518,0.6273,1.0,0.4364,0.8253,0.0111,2015
547,Nara Institute of Science and Technology,Japan,0.1316,1.0,1.0,1.0,0.7728,0.3313,0.7941,0.4945,0.3092,0.0109,2015
548,École Centrale Paris,France,0.0965,1.0,0.1943,1.0,0.995,0.8343,1.0,0.958,0.9632,0.0109,2015
549,Auburn University,USA,0.7281,1.0,0.4081,1.0,0.4715,0.5737,0.4525,0.6056,0.4874,0.0109,2015
550,University of Arkansas - Fayetteville,USA,0.7325,0.5546,0.6078,1.0,0.5165,0.5758,0.7941,0.5195,0.469,0.0107,2015
551,University of Zagreb,Croatia,0.0,1.0,1.0,1.0,0.5526,0.5455,0.5265,0.4705,0.746,0.0107,2015
552,University of Lübeck,Germany,0.193,1.0,1.0,1.0,0.6486,0.397,1.0,0.4565,0.7218,0.0107,2015
553,Hunan University,China,0.1272,1.0,0.5124,1.0,0.4635,0.9141,0.7941,0.5285,0.9368,0.0107,2015
554,University of Missouri–Kansas City,USA,0.7368,0.847,0.8463,1.0,0.6336,0.4505,0.7941,0.4705,0.7885,0.0105,2015
555,Tokyo Women's Medical University,Japan,0.136,1.0,1.0,1.0,0.7868,0.599,0.6289,0.4795,0.4149,0.0105,2015
556,Montana State University - Bozeman,USA,0.7412,1.0,0.841,1.0,0.5746,0.3253,0.3527,0.4945,0.854,0.0105,2015
557,University of Aveiro,Portugal,0.0132,1.0,1.0,1.0,0.4124,0.6859,0.6289,0.5896,0.2425,0.0105,2015
558,"National University of Ireland, Galway",Ireland,0.0132,1.0,1.0,1.0,0.5876,0.5505,0.7941,0.5025,0.3356,0.0105,2015
559,University of Oviedo,Spain,0.0658,1.0,0.9505,1.0,0.4394,0.4485,0.5265,0.4945,0.6644,0.0105,2015
560,Dongguk University,South Korea,0.0789,1.0,0.5371,1.0,0.9269,0.9253,1.0,0.997,0.123,0.0105,2015
561,University of Trento,Italy,0.1228,1.0,1.0,1.0,0.4875,0.5606,0.4525,0.4855,0.9885,0.0105,2015
562,University Lille 1: Sciences and Technologies,France,0.1009,1.0,1.0,1.0,0.4134,0.403,0.4525,0.5105,0.6264,0.0104,2015
563,Chang Gung University,Taiwan,0.0263,1.0,1.0,1.0,0.3433,0.603,1.0,0.5195,0.946,0.0104,2015
564,National Central University,Taiwan,0.0307,0.612,1.0,1.0,0.3834,0.4717,0.6289,0.5195,0.9632,0.0104,2015
565,Aalborg University,Denmark,0.0175,1.0,0.7739,1.0,0.5956,0.6657,0.3527,0.5195,0.4598,0.0102,2015
566,Utah State University,USA,0.7456,0.4508,0.6201,1.0,0.5636,0.4172,0.4525,0.5646,0.4253,0.0102,2015
567,Baylor University,USA,0.75,1.0,0.5159,1.0,0.6817,0.6869,0.3946,0.5395,0.723,0.0102,2015
568,Bangor University,United Kingdom,0.1798,0.7077,0.6519,1.0,0.6216,0.5727,0.6289,0.5285,0.392,0.0102,2015
569,King Saud University,Saudi Arabia,0.0,1.0,0.3198,1.0,0.5596,0.5434,0.7941,0.8368,0.2655,0.0102,2015
570,University of Cagliari,Italy,0.1272,1.0,1.0,1.0,0.5175,0.5717,0.6289,0.4855,0.7149,0.0102,2015
571,Kent State University,USA,0.7544,1.0,1.0,1.0,0.6096,0.4394,0.6289,0.4855,0.5713,0.01,2015
572,Central China Normal University,China,0.1316,1.0,1.0,1.0,0.6306,0.8626,0.6289,0.4795,0.8931,0.01,2015
573,University of Fribourg,Switzerland,0.0307,0.6311,0.4435,1.0,0.7337,0.4313,0.5265,0.5786,0.9034,0.01,2015
574,Medical University of Graz,Austria,0.0219,1.0,1.0,1.0,0.5726,0.6333,1.0,0.4855,0.6609,0.01,2015
575,Second University of Naples,Italy,0.1316,1.0,1.0,1.0,0.5556,0.6465,0.7941,0.4855,0.946,0.0098,2015
576,International School for Advanced Studies,Italy,0.136,1.0,1.0,1.0,0.6226,0.4091,1.0,0.4855,0.8816,0.0098,2015
577,Tampere University of Technology,Finland,0.0263,1.0,0.2739,1.0,0.8158,0.6515,0.7941,0.7958,0.8563,0.0096,2015
578,Inha University,South Korea,0.0833,1.0,0.6714,1.0,0.5676,0.7869,0.6289,0.5646,0.3126,0.0096,2015
579,Deakin University,Australia,0.057,1.0,0.7473,1.0,0.5015,0.6525,0.3946,0.5285,0.7299,0.0096,2015
580,National Polytechnic Institute of Toulouse,France,0.1053,1.0,0.4258,1.0,0.4855,0.6778,1.0,0.6456,0.4736,0.0096,2015
581,Sogang University,South Korea,0.0877,1.0,1.0,1.0,0.8058,0.8051,1.0,0.9209,0.131,0.0096,2015
582,University of Ioannina,Greece,0.0132,1.0,1.0,1.0,0.5966,0.8434,0.7941,0.4945,1.0,0.0095,2015
583,Federal University of Rio Grande do Sul,Brazil,0.0175,1.0,1.0,1.0,0.4094,0.5828,0.5265,0.5285,0.9034,0.0095,2015
584,University of Graz,Austria,0.0263,0.9508,0.7986,0.9355,0.5706,0.5515,1.0,0.5105,0.6885,0.0093,2015
585,University of Montana - Missoula,USA,0.7588,0.9617,1.0,1.0,0.7127,0.3172,0.5265,0.5025,0.8057,0.0093,2015
586,East China Normal University,China,0.136,1.0,0.4788,1.0,0.4354,0.6505,1.0,0.6216,0.6609,0.0093,2015
587,Plymouth University,United Kingdom,0.1842,1.0,0.9594,1.0,0.5315,0.4323,0.6289,0.5105,0.7471,0.0093,2015
588,Victoria University of Wellington,New Zealand,0.0132,0.8634,0.3922,1.0,0.6056,0.4727,0.7941,0.6456,0.9287,0.0093,2015
589,Federal University of São Paulo,Brazil,0.0219,1.0,1.0,1.0,0.5035,0.6434,0.4525,0.5195,0.9632,0.0091,2015
590,Southern Illinois University Carbondale,USA,0.7632,0.5656,0.9399,1.0,0.5906,0.5162,1.0,0.5195,0.6747,0.0091,2015
591,University of Alaska Fairbanks,USA,0.7675,1.0,0.7403,1.0,0.6416,0.3758,0.6289,0.5195,0.9092,0.0091,2015
592,University of Toledo,USA,0.7719,1.0,1.0,1.0,0.6176,0.5596,1.0,0.6056,0.2517,0.0091,2015
593,Carleton University,Canada,0.0965,1.0,0.9488,1.0,0.4785,0.7455,0.3243,0.5485,1.0,0.0091,2015
594,Cranfield University,United Kingdom,0.1886,1.0,0.3092,1.0,0.7628,0.7687,1.0,0.7698,0.6299,0.0089,2015
595,Curtin University,Australia,0.0614,1.0,0.9859,1.0,0.4244,0.3869,0.6289,0.5485,0.5943,0.0089,2015
596,Indian Institute of Technology Bombay,India,0.0219,1.0,0.894,1.0,0.5205,0.8222,0.7941,0.6987,0.2011,0.0089,2015
597,University of Portsmouth,United Kingdom,0.193,1.0,1.0,1.0,0.7678,0.7253,0.2873,0.5395,0.8782,0.0089,2015
598,Osaka Prefecture University,Japan,0.1404,1.0,0.7244,1.0,0.6877,0.6768,1.0,0.6857,0.2138,0.0089,2015
599,Nagoya City University,Japan,0.1447,1.0,0.5866,1.0,0.7848,0.5293,0.4525,0.5646,0.4586,0.0089,2015
600,LSU Health Sciences Center New Orleans,USA,0.7763,1.0,1.0,1.0,0.8228,0.5485,0.7941,0.5025,0.7586,0.0089,2015
601,Tata Institute of Fundamental Research,India,0.0263,1.0,1.0,1.0,0.4675,0.4535,0.4525,0.5395,0.9092,0.0088,2015
602,Konkuk University,South Korea,0.0921,1.0,0.6837,1.0,0.5325,0.7545,1.0,0.6857,0.2333,0.0088,2015
603,University of La Laguna,Spain,0.0702,1.0,1.0,1.0,0.5135,0.3384,0.7941,0.5285,0.7586,0.0088,2015
604,University of Hertfordshire,United Kingdom,0.1974,1.0,1.0,1.0,0.7918,0.399,0.6289,0.5105,0.9632,0.0088,2015
605,Florida International University,USA,0.7807,1.0,1.0,1.0,0.4955,0.5121,0.5265,0.5395,0.6713,0.0086,2015
606,University of Rhode Island,USA,0.7851,1.0,0.4664,1.0,0.6637,0.3879,0.6289,0.6366,0.5414,0.0086,2015
607,Mississippi State University,USA,0.7895,0.4208,0.3869,1.0,0.6046,0.6131,0.7941,0.7538,0.6494,0.0086,2015
608,Gunma University,Japan,0.1491,1.0,1.0,1.0,0.6266,0.5354,0.6289,0.5896,0.2885,0.0086,2015
609,University of New Orleans,USA,0.7939,1.0,1.0,1.0,0.9439,0.8475,0.5265,0.5105,1.0,0.0086,2015
610,"Putra University, Malaysia",Malaysia,0.0088,1.0,1.0,1.0,0.8599,0.9081,1.0,0.989,0.1299,0.0084,2015
611,Memorial University of Newfoundland,Canada,0.1009,1.0,1.0,1.0,0.5516,0.5818,0.7941,0.5285,0.7494,0.0084,2015
612,Universidade Nova de Lisboa,Portugal,0.0175,1.0,1.0,1.0,0.5055,0.4808,0.7941,0.5395,0.677,0.0084,2015
613,Griffith University,Australia,0.0658,1.0,1.0,1.0,0.4354,0.504,0.4525,0.5646,0.6379,0.0084,2015
614,Indian Institute of Technology Kharagpur,India,0.0307,1.0,0.4258,1.0,0.4995,0.9828,1.0,0.6857,0.7391,0.0084,2015
615,Soochow University (Suzhou),China,0.1404,1.0,1.0,1.0,0.3954,0.7798,1.0,0.5646,1.0,0.0084,2015
616,Texas A&M Health Science Center,USA,0.7982,1.0,1.0,1.0,0.6717,0.4434,0.7941,0.5576,0.3851,0.0084,2015
617,Semmelweis University,Hungary,0.0044,1.0,1.0,1.0,0.6496,0.4848,0.6289,0.5285,0.769,0.0082,2015
618,Lille 2 University of Health and Law,France,0.1096,1.0,1.0,1.0,0.8208,0.6364,0.7941,0.5195,0.723,0.0082,2015
619,Kagoshima University,Japan,0.1535,1.0,0.4947,1.0,0.7327,0.7121,0.6289,0.7147,0.2874,0.0082,2015
620,Flinders University,Australia,0.0702,0.3306,1.0,1.0,0.5175,0.5859,1.0,0.6216,0.7874,0.0082,2015
621,Queensland University of Technology,Australia,0.0746,1.0,1.0,1.0,0.4765,0.7566,0.6289,0.5576,0.5644,0.0082,2015
622,Tokai University,Japan,0.1579,1.0,1.0,1.0,0.7207,0.6495,0.7941,0.5395,0.5138,0.0082,2015
623,Istanbul University,Turkey,0.0044,0.6885,0.6802,1.0,0.6837,0.5646,0.7941,0.5576,1.0,0.0082,2015
624,Tokyo University of Agriculture and Technology,Japan,0.1623,1.0,1.0,1.0,0.6406,0.7626,0.6289,0.6056,0.3023,0.008,2015
625,Louisiana Tech University,USA,0.8026,1.0,0.3463,1.0,0.969,0.8788,0.5265,0.7538,0.9092,0.008,2015
